"comment_author","comment_date","comment_text"
"James Moore","2022-07-26T00:43:51Z","Interesting video. According to 2001 study by the World Bank, there is a 1:1.28 correlation between population growth and CO2 emissions growth. I calculated that by the world conducting a major birth stop programme with births only permitted every 8th year, we could reduce CO2 emissions by 15% by 2050 and by 38% by 2100  reaching a sustainable population of 4.8 billion by 2140. Perhaps the economist could do a study on this possible solution to climate change that requires nothing apart from birth control. It seems greatly ignored by the general media for reasons unknown."
"Mike B","2022-07-26T00:32:52Z","The US government harms the environment more than all Americans combined."
"RJJR","2022-07-26T00:27:35Z","This and ungodly mounds of poisonous plastic will be our undoing."
"DONUTDUDE ","2022-07-31T07:26:15Z","Hahaha 😁"
"GCSE History Lessons","2022-12-12T06:34:55Z","@psycotria I guess you can’t.  I won’t say I’m surprised"
"psycotria","2022-12-11T19:59:24Z","​@GCSE History Lessons I never claimed all scientists are wrong. In your assumption, you seem to imply that all scientists subscribe to AGW, which is certainly false. Compound this fact with the leaked emails of Climategates 1&2, which expose researcher collusion to hide data.

What I claim is the Military, Industrial, and the usually omitted Academia Complex that President Eisenhower warned of, wielded by Those of the secret societies that Pres JFK warned of shortly before they killed him, use big money to fund only science that supports their agendas.

Scientist who go against this are cancelled, kind of like what Twitter, and all leftist dominated social media have been doing, as now being exposed by Elon Musk.

I was a center Democrat my entire life, mostly trusted MSM, and supported the AGW hypothesis. However, the Rep/Dem/Globalists Uniparty could only throw their agendas in my face for so long.

911 was the start of my thinking ""things don't add up"", as I had direct contact with Saudi flight students, including the alleged hijackers, as well as the Army, Air Force, National Guard, and finally, the FBl. The Saudi pilots were so inept, I once had to start one of their planes for them.

There were so many inconsistencies in the official story, with the news articles that detailed them disappearing after a day, that I started printing out and keeping a big binder of them. When I moved over 10 years ago, I trashed them, believing Justice would never be done. Too bad.

The ""97% of scientists"" propaganda is just that, BS. You asked for journal papers, and I just happened to see this 2017 article citing numerous peer reviewed papers today. Find ""A Swelling Volume Of Scientific Papers Now Forecasting Global Cooling In The Coming Decades"" for excepts and links. The CO2 Coalition posted it.

The entire mass of data I have come across indicates that the WEF, led by Klaus Schwab, seek to do the bidding of JFK's mentioned ""those that hide in the shadows"" to monetize CO2 emissions, finally coming down to every breath we exhale, to fund their one-world government, while implementing the UN Agenda 21, now called Agenda 2030, to eliminated access to energy in the name of eliminating CO2 emissions. It is these emissions that enable you to enjoy the (now declining) standard of living we enjoy. The goal is depopulation; Their world, Us dead.

The data indicates that the Sun, through cyclical variations in output, perhaps along with other celestial cycles, is the sole factor in ""climate change'. both warming and cooling.

History shows that the highest temps in the last 100,000 years, 8000 years ago, enabled humanity to rise from the destruction of a prior High Civilization that the current dogma refuses to acknowledge prior existence of.

I would link to a video on the Carolina Bays research, from the channel of Antonio Zamora, but that causes the comment, and all further substantial comments from me to be rejected. It is called The Younger Dryas Extinction. I'm certain you can find it.

As for my credentials, I graduated high school one semester early with 20% more credits than required. I took an extra class each year and attended summer school too. I took AP and Honors classes, advancing to German 2, Marching Band, Analytical Geometry, Chem 2 and lab aid, Physics, and Aeronautical Science. Brit Lit was the missed .5 credit that prevented my graduation in 11th grade. I did this all without doing homework outside of school hours. I did the next class's assignment while in the previous class.

It was my parents, especially my mother, who refused to allow me to skip multiple grades in primary school. 

By the time I was in HS, I was more interested in fast motorcycles, hanging out and partying. With proper guidance, I could have been a PhD chemist, physicist, or botanist.

Instead, I went to work in aviation, computer sales, co-owned a cabinet shop, and got my rescue diver & pilot certificate. Currently, I trade options, having taught myself a strategy that works in about two years, while blowing up only one account.

Aristotle said that the sign of an intelligent mind is the ability to entertain ideas one doesn't support. Give it a try.

Well, this should bring this to an end. Do look up the formation of the Carolina Bays. Also check out UnchartedX. 

Believe nothing. Question everything."
"GCSE History Lessons","2022-12-11T07:50:27Z","@psycotria if you think all the doctors and scientists in the world are wrong because their data disagrees with your opinions then you’re in denial. 

You don’t understand science more than them."
"GCSE History Lessons","2022-12-11T07:49:10Z","@psycotria so in other words you have 0 evidence. 

If you know more about the climate than climatologists, please explain the greenhouse effect to me then"
"psycotria","2022-12-11T04:44:13Z","@GCSE History Lessons This pos platform prevents me from posting perfectly cogent and civil replies.

The science on so many subjects is false, under threat from the Powers That Be. It has always been so. Look to what history that still exists. A Priest Class and their Golden Cows..."
"Richard Davis","2022-07-30T17:17:05Z","@John, Retired Cook No the climate people say that C02 will destroy the Earth. That's why I said it's so dumb that people believe this."
"Richard Davis","2022-07-30T17:16:58Z","@John, Retired Cook No the climate people say that C02 will destroy the Earth. That's why I said it's so dumb that people believe this."
"John, Retired Cook","2022-07-30T16:58:39Z","If all CO2 is eliminated, all plant life on the planet will die!  CO2 is plant food!  Plants take in CO2 and release Oxygen!  I think you mean CO (Carbon Monoxide) not CO2 Carbon Dioxide."
"Richard Davis","2022-07-29T21:47:03Z","@Amir7 seriously. Civilizations have been wiped off the planet from floods way before the industrial revolution. No it's caused by a weakening magnetic field. This C02 thing is seriously so dumb. Plants live off of it. Our scientific community have become politicians who sell out to secure grant funding."
"Amir7","2022-07-29T21:23:49Z","@Richard Davis
""We have always had climate change for thousands of years"", yes and now its changing fast not in thousands but few decades, which is caused by humans, fact"
"hassan tariq","2022-07-28T20:49:30Z","Joke aside, 3 degrees is really high..."
"B S","2022-08-07T05:06:19Z","@Thea Messenger 

""Humans use less than 10% of the earth's surface.""
- Are you insane !!!! Where did you get this number ? FakeNews.

""Who decides who can have children or not?"" 
-Anyone with a half of brain without being brainwashed by religion or similar fairy tales

.""...what culture or people should be decreased.""
-What is this obsession by control? Never cross your mind that we all have a brain to use ?

Nevertheless, there is a similar organism that mimics our behavior regarding earth.
""An organism that has sustained contact with another organism to the detriment of the host organism.""

Guess what the organism is called?"
"Thea Messenger","2022-08-06T03:06:49Z","Humans use less than 10% of the earth's surface. Who decides who can have children or not? Then the next question is what culture or people should be decreased. Should we leave that up to our governments?  See how that works out in China."
