"comment_author","comment_date","comment_text"
"Mystic","2022-11-05T16:02:56Z","you do know the medievil era 1200 to 1600ad had tempetures about 20c hotter on average. meaning that most summer days where mid 90s for the whole summer for over 400 years. its why the medievil peasent didnt die in winters in horrid numbers was cause the winters were super temperate during the time when majority of humanity couldn't even own their own shack let alone heavy clothes."
"ChowChow","2022-11-05T11:23:19Z","Solar is NOT net zero. First you have to mine the minerals to make the panels, which leaves a huge carbon footprint. Then there is the issue of disposing of the panels when they don't function anymore 🤔"
"David Jordan","2022-11-05T10:45:30Z","Wonder who sponsored this video"
"Frederick Saxton","2022-11-04T23:44:22Z","10,000 scientists were polled by a certain organisation on their views on Global Warming. 
A few hundred replied to the poll. 
97% of the relies said ""Yes, we have Global Warming"". 
That is where we get this fatuous 97% figure from. 
It is all a SCAM!!"
"Bob Hooker","2022-11-04T22:28:25Z","Maybe things will somehow stop rising, maybe it wont be bad so lets just do nothing, since it wont happen in my life time let later generations worry about it,"
"PS","2022-11-04T22:06:37Z","It is no longer Science when you can no longer asl questions."
"Nikita Webber","2022-11-04T20:09:14Z","Heat waves coming so make air conditioning more expensive."
"Nikita Webber","2022-11-04T20:07:25Z","Ocean simply isn't rising. They have got rid of bench marks now just vague fea fear fear. Well hurricanes here so are floods and fires. So to combat them they want to take our only defence ie fossel fuels to prepare and recover"
"Delta Daze","2022-11-04T19:57:54Z","There is no such thing as CLIMATE CHANGE made by people, cow farts or any other fluorocarbon...ONE volcano puts out more Carbon in one eruption than 37 years of all the carbon 'polluting' on the planet....'Climate change' began when in 2004 a Magnetar came and swiped by earth pulling off a piece of our atmosphere and totally freaked everyone out--there are more coming and they are terrified at what that really means to earth and its inhabitants. Of course, they figured out a way make money and use control over the populace in the wake of that...right now the WHOLE SOLAR SYSTEM is experiencing a heating up event because we are moving into a 'busy' part of space and energy waves from outside our system have caught up to us and are flooding our electromagnetic fields with an over abundance of energy. It's siphoning through the north and south poles and heating up the earth from the inside out causing magma movement and excess gamma rays (also heating us up from under the ground) to filter up under our feet. This is the true basis of global 'warming'--yes, it's happening, but NO the cause is not human-made. It's a cyclical part of living on planet earth cork-screwing our way through the Milkyway."
"The Bare Hands Doctor","2022-11-04T18:28:04Z","Is there any active volcanos still around? how come the active volcanos in the pass never destroy the climate? I think I am too stupid to think that way, if not because of climate change we would not be here. there are lots of people making a lot of money out of climate change, scientists are full of bullshit. Did we born today? or we were born yesterday?"
"Jim Kalfakis","2022-11-04T18:22:40Z","You ever see democrats fixing anything, ever?"
"Allan Roser","2022-11-04T18:18:32Z","Why isn't Tony Heller featured in this debate??"
"The Birdee","2022-11-04T17:50:20Z","How do I explain to youtube that when they try to shame a video with their notices, they make people want to watch it more, not less? And how do I tell them to STFU?! Just because you disagree with something, that doesn't give you the right to censor it."
"Carl Jensen","2022-11-04T15:38:48Z","This has been framed to make sure it is an endless debate.  99% of people would agree that corporations are dumbing toxins into our air, soil, water, and food, and the 1% that don't agree are the billionaires doing the dumping."
"Fefnir Eindraer","2022-11-04T15:16:05Z","All these woke grifters that REEE about global warming then buy beach front property can get rekted."
"Long Giang Ngo","2022-11-04T15:01:59Z","As a college student in Europe who is being taught climate change although it literally has nothing to do with my major (I'm in senior year), there's nothing I can do rather than repeating those lies in class, on my papers and exams if I want to pass. Especially here where it's much worse when it comes to free speech compared to in America"
"Iztherelife1","2022-11-04T13:18:41Z","I hope the climate scientists also believe as voraciously in the jabs n boosts."
"duckmanstan","2022-11-04T12:50:46Z","It’s all about the money. Cleaning up the earths water and the air is not high on their agenda because people die which is population control. The less people the less it cost to take care of them. In my opinion the earth is warming because of our orbit and axis irregularities that move the earth closer or farther away from the sun. Until we figure out how to control those things we will NEVER control climate change."
"Rick Kooi","2022-11-25T22:00:29Z","What Facts are you referencing?"
"Seth Roberts","2022-11-15T22:45:39Z","@FAIsurgery We're not running out of fossil fuels nor will we. I don't feed into the environment BS like you do. Watching CNN only rots your brain.  Watch the new John Stossel videos on EVs then get back to me. 🤣"
"FAIsurgery","2022-11-13T21:35:18Z","@Seth Roberts wow, you fall for that stuff?  EV aren't perfect, but they pollute much less than combustion engines. We are eventually are going to run out of oil, so we might as well switch now. Plus oil funds terrorist and nations with poor human rights."
"Seth Roberts","2022-11-13T21:27:49Z","@FAIsurgery No, simple research. John even does it for you. One of his latest videos is on the subject. 🤣  How are EVs made? 🤣"
"FAIsurgery","2022-11-13T21:13:05Z","@Seth Roberts projection"
"Seth Roberts","2022-11-13T21:09:28Z","What are you powering your EV with? Coal or natural gas. 🤣 It's just used a different way. Stop acting stupid. 💁"
"GryphonBrokewing","2022-11-21T06:54:09Z","LOL. Science is the quest for knowledge. Saying anything is 'settled' ends the quest."
"Steve Wilson","2022-11-20T00:39:33Z","Since you had and never will have a counter SCIENTIFIC argument its settled science and has been for a long time"
"Anthony Behrends","2022-11-25T15:08:34Z","And these are the material points highlighting the utter absurdity of the global warming scare, right! Nothing projected by weather alarmists has come even close to being true."
"Chris Crawford","2022-11-11T01:01:20Z","@Coach Duke You don't know what you're talking about. The extreme weather that we are experiencing all over the globe is unprecendented in the combination of its intensity and its frequency. And for your information, climate is DEFINED as average weather conditions over a period of at least 30 years. The average temperatures have changed, the average precipitations have changed in many areas, the average flooding has changed in many areas, and the average cold snaps have changed in many areas."
"Coach Duke","2022-11-10T23:52:56Z","You’re pointing to weather in a specific area. Droughts, floods, winter all existed long ago.  They’re not increasing in frequency and if they did it’s not climate change.  You say it yourself, denying weather observations…..it’s weather !  Weather is not climate change as all climate alarmist point out"
"remake it","2022-11-08T08:18:53Z","What BS!
You think rational people believe you."
"remake it","2022-11-08T08:19:51Z","The average American is at least twice as CO2 intensive as a person in China or India."
"remake it","2022-11-09T03:52:04Z","@Hoschi0913 I referred you to NASA's site.
Your knowledge of climate is non-existent.
School children know more than you!
Truly sad."
"Hoschi0913","2022-11-09T03:32:09Z","@remake it how am i getting more stupid,  when i use *your* data ( talking ) points ?"
"remake it","2022-11-09T03:23:30Z","@Hoschi0913 You are getting more stupid with each post.
Read what I wrote, you cretin.
Your maths is rubbish and you are clueless about climate."
"Hoschi0913","2022-11-09T03:02:34Z","@remake it so with Greenland Temps reaching 20 C and with its Ice mass that could raise the sea levels by 7 meter = 23 ft ( as you claim ) , how come *NOBODY* noticed anything ?? after all London, Manhattan,  Venice and other Coastal City's should be well under water by now or every summer, yet *nothing* !! how so ?"
